DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_3,Helthcare_2,Shops_1,Price
119,2.0,46.44179853883714,5.0,5,5.0,1966,0.000995363,42,1,1,5,182694.67607451728
61,2.0,46.54589006108038,6.0,1,9.0,1981,0.300322518,52,6,1,9,239552.3278671116
23,3.0,70.43404679508468,1.0,3,17.0,1977,0.005767451,1,0,0,0,105259.21372240981
1,1.0,40.41378366579804,10.0,18,20.0,2017,0.007122317,1,0,0,1,168401.9034575152
44,2.0,63.86192943137122,12.0,14,14.0,2004,0.232205084,24,1,0,3,358884.62591368647
95,2.0,47.61620939616585,6.0,1,4.0,1934,0.0006991189999999999,14,24,0,3,181279.75260035388
13,2.0,56.139764794045504,9.0,3,16.0,2004,0.090799103,74,2,5,15,248629.6690652353
90,2.0,41.17717449025704,6.0,8,12.0,1970,0.265088676,37,0,3,2,183583.40179534603
23,1.0,41.45588162956285,1.0,11,17.0,1977,0.075778755,6,3,0,2,116391.10283389312
73,2.0,75.67295214539833,1.0,2,25.0,2015,0.042031587,37,84,2,5,573539.7019563065
27,1.0,40.78769821197169,10.0,8,19.0,2019,0.211401214,9,0,0,1,96245.51614622868
113,1.0,36.38947026086212,6.0,11,11.0,1970,0.050755569,24,1,0,1,157562.1576956694
13,2.0,55.77335458453364,7.0,3,12.0,1999,0.090799103,74,2,5,15,145857.43417776554
21,2.0,63.29683766359902,8.0,4,6.0,1955,0.034331497,25,3,0,4,310719.6968227415
57,2.0,60.75578180350523,10.0,10,17.0,1987,0.13321533300000002,49,3,3,4,367223.3534186597
61,1.0,36.342040811980475,6.0,10,10.0,1980,0.232205084,24,1,0,3,178907.03309995035
39,1.0,40.66834595505675,8.0,10,17.0,1990,0.428825818,25,8,0,2,166071.89006637686
22,3.0,83.16221701121978,1.0,8,8.0,2018,0.118537385,30,1,1,0,391390.26182442025
26,2.0,51.500692810471726,6.0,2,12.0,1972,0.0,36,2,0,2,234884.02747541628
28,3.0,86.24196533122971,11.0,14,23.0,2008,0.333891544,30,1,0,0,464543.4801483149
23,2.0,54.36491265583171,0.0,1,1.0,1977,0.034656082000000005,0,0,0,0,91783.64323261924
147,3.0,60.42134649100039,6.0,2,9.0,1959,0.319809354,25,16,5,8,286171.7784147811
2,1.0,38.14249875396275,7.0,17,17.0,2008,0.035145267,42,3,0,3,89294.96899351143
8,2.0,37.903884839747185,6.0,10,12.0,1970,0.458174486,26,1,1,5,151159.07430777643
163,3.0,60.51800003180038,5.0,1,5.0,1962,0.007658515,35,56,3,19,221076.19512725665
6,2.0,63.262958570205356,1.0,2,2.0,1977,0.243204519,5,0,0,0,190048.25852991838
44,1.0,39.58225565347317,9.0,3,22.0,1995,0.036122292,24,0,1,1,201895.8191116423
11,2.0,48.19731622221072,5.0,3,14.0,1971,0.038692987000000005,28,1,2,5,182214.41703176303
120,2.0,56.72706855145554,9.0,9,9.0,1961,0.0006991189999999999,14,24,0,3,171709.5324406237
53,1.0,35.424207829632714,9.0,17,17.0,1979,0.049637257,34,0,1,3,229611.24413764212
9,1.0,45.114083091313184,1.0,4,4.0,1977,0.161531741,25,1,2,4,122173.24341749471
150,3.0,73.0390210555208,9.0,15,15.0,1981,0.020741326,24,5,2,5,298957.1309468562
111,2.0,49.90791700941674,6.0,3,12.0,1974,0.135649789,46,6,3,11,235441.42863276173
98,3.0,85.40298801889584,9.0,10,10.0,1962,0.195781053,23,6,3,2,151211.442386451
27,2.0,63.598196394662615,0.0,5,5.0,1977,0.072157581,2,1,0,0,203189.6361705761
121,2.0,55.212571898920714,11.0,7,16.0,1984,0.212515361,19,16,3,7,297720.313290514
23,2.0,65.63601526515494,1.0,5,17.0,1977,0.075778755,6,3,0,2,151649.9711212688
74,1.0,48.401697567458726,1.0,16,18.0,1977,0.075778755,6,3,0,2,161629.15875320745
27,3.0,68.59319365262235,1.0,12,12.0,1977,0.072157581,2,1,0,0,209714.93980432328
13,2.0,60.84411049686902,10.0,7,17.0,1996,0.090799103,74,2,5,15,273947.2936789109
134,1.0,41.80400682051236,1.0,8,17.0,1977,0.212515361,19,16,3,7,110861.44872528256
84,3.0,73.34999392443494,9.0,2,17.0,2005,0.14966637300000002,22,2,4,1,311640.0619635161
36,2.0,59.032699790044425,10.0,12,25.0,2004,0.08761909,8,5,1,0,295553.17996266857
26,1.0,35.5200823398494,5.0,6,6.0,1968,0.0,36,2,0,2,164367.9234294062
148,2.0,42.6032683371491,5.0,4,5.0,1964,0.313924552,22,11,2,10,190238.63837665782
99,1.0,59.41433379627719,6.0,7,9.0,1969,0.033493708,66,1,3,8,229661.9644160636
13,3.0,62.129088404120644,6.0,6,9.0,1983,0.090799103,74,2,5,15,246196.0888625157
9,1.0,40.26425789706763,8.0,11,17.0,2006,0.161531741,25,1,2,4,149310.09819835823
33,1.0,42.161574427391116,9.0,4,14.0,1973,0.051942062,17,7,2,0,218458.4329067004
8,2.0,43.943526050654995,5.0,4,9.0,1971,0.458174486,26,1,1,5,202131.2625618946
1,3.0,84.79614423494006,1.0,13,17.0,1977,0.007122317,1,0,0,1,270802.63649564463
27,1.0,58.290506434316775,1.0,2,6.0,1977,0.07542368,11,0,0,0,151229.11765771938
27,2.0,63.4814059456361,0.0,14,17.0,2016,0.017647053,2,0,0,0,192308.7279386112
5,1.0,33.49271420216998,5.0,3,3.0,1963,0.150817539,16,4,4,5,128758.09300516301
27,3.0,86.10042872905808,1.0,7,7.0,2015,0.017647053,2,0,0,0,240645.0134685464
83,3.0,60.293527087886154,5.0,4,9.0,1974,0.100455735,43,0,1,6,257783.6702755551
26,1.0,51.80848792718285,1.0,5,20.0,2013,0.0,36,2,0,2,262995.48476032424
23,2.0,68.96573876688166,1.0,12,17.0,1977,0.075778755,6,3,0,2,184896.1368951622
27,2.0,86.0368624990711,1.0,3,22.0,1977,0.072157581,2,1,0,0,265783.1209655207
46,1.0,32.37395088841864,6.0,10,12.0,1970,0.0,47,0,3,5,167457.38256865845
60,3.0,53.22032890289386,6.0,4,9.0,1969,0.007658515,35,56,3,19,254959.5538673809
23,2.0,62.270099586644285,1.0,9,17.0,1977,0.075778755,6,3,0,2,166728.07020940213
30,3.0,84.82410368658871,1.0,19,19.0,1977,7.81528e-05,22,141,3,23,236448.58001731648
1,3.0,84.81047935513917,1.0,13,20.0,1977,0.007122317,1,0,0,1,269295.3402883531
30,2.0,65.21958354568197,10.0,4,25.0,2017,7.81528e-05,22,141,3,23,358656.77254171437
3,3.0,58.418249775361176,6.0,5,9.0,1975,0.265088676,37,0,3,2,243600.64879066212
48,3.0,98.99490934081615,0.0,3,3.0,1977,0.041124634,46,5,1,10,418817.004446064
6,1.0,39.37820661919247,1.0,6,17.0,1977,0.243204519,5,0,0,0,121825.10771693016
84,1.0,43.127356618911925,8.0,12,14.0,1989,0.006076152,30,0,6,6,210079.66895202376
23,1.0,121.98805184614504,1.0,2,2.0,1977,0.014072961,2,0,0,0,273307.2490927096
101,2.0,43.59915912377025,4.0,2,5.0,1963,0.225824954,41,7,3,2,180026.27472052464
23,3.0,69.194052166181,1.0,12,17.0,2018,0.034656082000000005,0,0,0,0,131225.01747435462
22,3.0,73.93021713152798,1.0,4,17.0,1977,0.118537385,30,1,1,0,202717.17462047518
1,3.0,80.53661317784211,1.0,19,19.0,1977,0.007122317,1,0,0,1,249063.80194817216
47,2.0,54.716347034499044,8.0,6,12.0,1982,0.101872465,23,3,3,3,222907.7513803397
91,2.0,48.86169581102414,5.0,5,5.0,1968,0.333891544,30,1,0,0,174349.01740647617
111,2.0,54.39289966861579,8.0,15,17.0,1990,0.0,36,2,0,2,214439.61236821147
9,3.0,76.88399160272425,10.0,16,17.0,1994,0.161531741,25,1,2,4,275717.9809361376
101,2.0,60.92321654179011,10.0,9,17.0,1992,0.225824954,41,7,3,2,292432.963597857
21,3.0,62.05421879467927,7.0,5,9.0,1978,0.194489265,47,3,3,5,240055.2793474645
34,1.0,38.23283865715625,10.0,19,19.0,1977,0.069753361,53,4,1,11,190443.72365422212
27,2.0,60.452265464517204,10.0,5,5.0,1977,0.072157581,2,1,0,0,210750.38621592725
121,1.0,39.101150859494524,8.0,8,16.0,1993,0.212515361,19,16,3,7,219777.07338968164
29,2.0,46.12987166968678,5.0,6,6.0,1965,0.086885265,10,2,0,0,170158.20055369954
101,1.0,32.129547351185806,5.0,6,6.0,1968,0.038692987000000005,28,1,2,5,142974.39817464075
32,2.0,47.109101450444854,6.0,4,9.0,1966,0.135649789,46,6,3,11,233599.1159750625
24,1.0,34.9244066528689,5.0,4,5.0,1965,0.111627393,50,8,2,3,174918.16637485664
39,1.0,34.3253289646916,9.0,14,14.0,1970,0.428825818,25,8,0,2,148532.76014617903
1,1.0,52.51385046681985,14.0,6,22.0,1977,0.014580716,3,1,0,0,101924.28348283118
6,2.0,60.25825773545176,1.0,5,17.0,1977,0.243204519,5,0,0,0,169079.88108863262
2,2.0,59.88952052763016,8.0,12,14.0,2000,0.035145267,42,3,0,3,275986.1180244924
27,2.0,63.315827573248555,1.0,17,17.0,1977,0.017647053,2,0,0,0,178431.3665928245
23,2.0,65.34460510575595,1.0,8,17.0,1977,0.075778755,6,3,0,2,158694.33828508257
27,2.0,53.77799004017525,9.0,9,17.0,2012,0.011654127,4,0,0,0,102192.775958541
45,3.0,77.9515685621793,10.0,26,26.0,2017,0.195781053,23,6,3,2,430244.25792268687
6,3.0,79.51681568648597,1.0,7,25.0,2016,0.243204519,5,0,0,0,206020.8096791159
11,3.0,60.79324417685827,6.0,3,9.0,1974,0.012338886,35,1,2,4,226708.40794031922
27,3.0,69.37824738761958,8.0,8,9.0,1984,0.211401214,9,0,0,1,207661.87079580888
33,1.0,32.4814265543118,0.0,10,10.0,1977,0.236108458,16,27,3,10,170842.81733150684
62,1.0,46.72204151915695,1.0,11,12.0,2018,0.072157581,2,1,0,0,133721.12171464573
27,2.0,59.73445413070453,0.0,5,5.0,1977,0.211401214,9,0,0,1,149782.29254658072
167,4.0,67.69011954986111,8.0,6,8.0,1951,0.174739084,17,9,0,3,453286.7648404656
44,3.0,75.07983026555792,10.0,4,16.0,1985,0.122190486,25,2,1,3,348547.0765059305
47,2.0,53.93412395472786,8.0,6,12.0,1980,6.99893e-05,46,1,1,16,229163.89883713226
62,2.0,80.48678079013256,1.0,4,16.0,2016,0.072157581,2,1,0,0,193208.6130152475
8,1.0,41.241272026490414,9.0,2,16.0,1998,0.458174486,26,1,1,5,158608.1062489614
124,1.0,34.75892888192905,5.0,4,5.0,1967,0.122090347,29,7,4,0,152403.05258483446
27,1.0,38.54262970269917,10.0,14,17.0,2019,0.011654127,4,0,0,0,112741.9648063664
42,1.0,41.56840611788026,7.0,8,12.0,2007,0.158249043,21,0,1,0,162194.8137813133
58,2.0,65.30982969009679,1.0,15,17.0,1977,0.43788524,23,3,0,5,166809.66564165187
45,2.0,66.20448327956029,0.0,16,16.0,2015,0.195781053,23,6,3,2,365391.0379398593
63,2.0,35.49478527499185,6.0,3,9.0,1966,0.23861713,26,6,3,6,158848.16897259234
37,2.0,66.6829615440989,8.0,4,6.0,1960,0.122190486,25,2,1,3,286312.3892676643
21,3.0,78.39713620314673,10.0,6,12.0,1973,0.034331497,25,3,0,4,368975.3489368432
1,2.0,58.575894059920884,10.0,9,17.0,1992,0.025609157,33,0,3,1,208128.6585291297
61,2.0,63.73046083046466,12.0,4,17.0,2010,0.232205084,24,1,0,3,329910.44783508946
23,1.0,41.82424643419635,1.0,10,17.0,1977,0.075778755,6,3,0,2,118652.8958650819
6,1.0,48.14264798587396,0.0,9,25.0,1977,0.243204519,5,0,0,0,135164.78086817026
26,1.0,36.1019149582304,5.0,6,9.0,1963,0.1363303,30,10,3,6,169217.73274005795
52,2.0,51.814986195469295,8.0,9,12.0,1973,0.371148999,34,1,2,5,71608.280722419
58,3.0,78.79352324547685,12.0,7,17.0,2003,0.050755569,24,1,0,1,387845.7961878021
23,1.0,45.52600880310078,1.0,4,25.0,1977,0.075778755,6,3,0,2,127298.6144362523
109,1.0,32.79522080939073,6.0,2,9.0,1979,0.1363303,30,10,3,6,173602.70862850035
1,3.0,89.8820032796887,0.0,7,22.0,1977,0.007122317,1,0,0,1,286808.8982953871
1,1.0,60.001130394327014,0.0,8,8.0,1977,0.007122317,1,0,0,1,198345.4336420184
41,1.0,37.260634501617496,7.0,3,4.0,1958,0.127811589,28,5,1,3,150018.55160553538
1,3.0,82.1310585235205,1.0,5,17.0,1977,0.007122317,1,0,0,1,241187.2261115308
128,2.0,49.29091345640489,5.0,4,5.0,1977,0.041116354,53,4,1,4,150891.28635652663
27,2.0,62.162500811152704,1.0,3,3.0,1977,0.011654127,4,0,0,0,159797.94427250006
134,2.0,54.544761133212425,12.0,9,16.0,1977,0.015016892,17,59,0,8,338317.8183033971
24,1.0,34.105731629446176,5.0,4,5.0,1962,0.111627393,50,8,2,3,159921.44102007255
157,2.0,51.02178985316074,7.0,7,8.0,1963,0.0,30,87,5,5,390535.4158607039
91,2.0,43.41332533443586,5.0,5,5.0,1961,0.333891544,30,1,0,0,168109.64391686604
87,2.0,53.185030722771394,8.0,7,17.0,1998,0.100455735,43,0,1,6,247923.16938811343
3,1.0,32.339677498465605,5.0,6,6.0,1970,0.265088676,37,0,3,2,144018.5840420304
23,1.0,34.632985797396195,1.0,4,4.0,2015,0.034656082000000005,0,0,0,0,87806.95719931941
86,3.0,58.414035276046064,5.0,8,9.0,1969,0.161975568,31,5,3,7,278126.82349321287
63,1.0,51.85061080335705,1.0,20,21.0,2019,0.23861713,26,6,3,6,290320.8724619723
1,3.0,80.3360478111111,12.0,8,12.0,1977,0.007122317,1,0,0,1,259699.29771493532
34,1.0,41.533448719145625,8.0,5,9.0,1996,0.069753361,53,4,1,11,206182.8391406605
37,2.0,41.63408324883848,6.0,7,14.0,1969,0.17891679600000002,18,4,1,5,200428.0578977397
135,2.0,42.48528239366789,5.0,5,5.0,1965,0.007658515,35,56,3,19,200424.05295395112
27,1.0,49.58509667696148,1.0,10,14.0,2016,0.017647053,2,0,0,0,141619.45906022165
0,2.0,37.466149883400185,7.0,1,9.0,1970,0.319809354,25,16,5,8,149787.10433075693
27,0.0,41.79088124786744,0.0,13,13.0,1977,0.211401214,9,0,0,1,98129.97678757556
128,3.0,74.53842950574679,10.0,13,17.0,1977,0.0,27,0,2,8,215723.70837090164
56,3.0,78.93258681249212,9.0,15,17.0,1988,0.0,23,4,2,6,490169.7728107671
27,1.0,40.80492924199317,1.0,9,12.0,1977,0.011654127,4,0,0,0,111874.54996714396
46,1.0,38.58023980534437,10.0,18,22.0,1986,0.188783766,31,4,0,1,185664.4005671588
4,1.0,29.4128728676612,4.0,1,8.0,1963,0.327018035,12,23,1,0,168150.1103617163
114,1.0,29.30055338443544,4.0,8,12.0,1965,0.327018035,12,23,1,0,198317.920494248
99,2.0,45.569138059994,8.0,12,14.0,1998,0.033493708,66,1,3,8,118629.68573048768
45,1.0,42.72581838492334,1.0,14,14.0,2013,0.195781053,23,6,3,2,214595.46686507703
21,1.0,43.20870993589926,8.0,14,17.0,2006,0.194489265,47,3,3,5,197079.41347756144
74,1.0,41.35262599002567,7.0,10,14.0,2005,0.371148999,34,1,2,5,163088.78026012113
156,1.0,41.91090200876377,7.0,11,17.0,2004,0.007658515,35,56,3,19,254023.54002891952
3,2.0,45.669710522757576,6.0,6,12.0,1973,0.050900058,43,1,2,3,88274.23201979902
75,1.0,30.29894108112978,6.0,3,5.0,1967,0.122090347,29,7,4,0,143671.41691988747
45,3.0,76.01141607776776,1.0,7,25.0,2017,0.195781053,23,6,3,2,417019.55705774185
47,3.0,64.46728306189073,7.0,17,17.0,1980,6.99893e-05,46,1,1,16,339782.21331546555
155,1.0,32.65194324846526,5.0,3,9.0,1967,0.042307271,17,9,3,6,185878.37029917547
24,1.0,42.98754497027743,8.0,4,12.0,1982,0.111627393,50,8,2,3,191423.40581808263
11,3.0,64.67309833017733,7.0,2,12.0,1975,0.00016967599999999998,36,0,1,1,247249.090873168
75,2.0,46.935600320623465,5.0,5,5.0,1971,0.122090347,29,7,4,0,186453.11160473505
11,1.0,36.931971103943305,8.0,5,5.0,1960,0.225824954,41,7,3,2,162912.19087885498
94,2.0,44.232090470748176,5.0,9,9.0,1975,0.521867054,25,0,0,0,162229.26090110542
120,2.0,57.84972546163474,9.0,14,17.0,1998,0.0006991189999999999,14,24,0,3,240064.61710456977
57,2.0,55.208491859388154,9.0,11,17.0,2005,0.13321533300000002,49,3,3,4,277415.99303267826
53,1.0,40.02811204385961,10.0,10,18.0,2017,0.049637257,34,0,1,3,187099.38086149027
47,2.0,45.07015838971486,5.0,3,5.0,1971,0.298204575,16,3,1,3,184301.27957792804
59,2.0,49.79112227262518,6.0,7,9.0,1973,0.309479124,35,4,0,6,186646.63780332071
23,3.0,70.72501770855479,0.0,1,9.0,2015,0.005767451,1,0,0,0,102837.71717560336
49,1.0,40.717643799440324,6.0,5,9.0,1970,0.020741326,24,5,2,5,172357.5987264799
1,2.0,52.65217691063994,1.0,14,17.0,1977,0.007122317,1,0,0,1,190205.81873130388
1,3.0,84.48607819315919,0.0,4,22.0,2016,0.007122317,1,0,0,1,264213.55863060657
19,1.0,33.50736549813837,5.0,7,7.0,1961,0.309479124,35,4,0,6,153017.94491855532
29,1.0,35.23543046948644,9.0,4,9.0,1972,0.040242764,25,11,3,1,203629.57253164996
17,2.0,42.97702903857268,7.0,3,12.0,1970,0.0,18,5,1,2,239840.32324673067
9,2.0,55.892716215451095,9.0,4,17.0,2011,0.161531741,25,1,2,4,206198.281666216
27,3.0,91.25601848625591,0.0,10,17.0,1977,0.072157581,2,1,0,0,219223.2034156695
27,2.0,64.37272878163904,1.0,13,13.0,2015,0.017647053,2,0,0,0,184173.05360844824
29,2.0,46.541699270386964,5.0,2,5.0,1967,0.069660344,31,4,1,2,180344.1641528418
88,2.0,44.147585590622384,6.0,7,9.0,1972,0.127375905,43,3,3,9,91820.585612144
23,2.0,62.34847740489669,1.0,27,27.0,1977,0.075778755,6,3,0,2,168381.12417950365
30,1.0,32.27174108223182,1.0,4,19.0,1977,7.81528e-05,22,141,3,23,105921.01821045153
27,1.0,37.10928148790272,1.0,3,7.0,2019,0.211401214,9,0,0,1,109577.99678794974
28,2.0,66.04729692722464,12.0,2,17.0,2010,0.000995363,42,1,1,5,323796.2651073197
23,3.0,68.89951999063085,1.0,10,10.0,2018,0.034656082000000005,0,0,0,0,114572.11942627946
9,2.0,60.23152949053684,1.0,16,16.0,1977,0.161531741,25,1,2,4,189988.8343799054
59,3.0,109.6989261856507,3.0,16,22.0,1977,0.019508796,37,11,5,5,524279.24015467346
109,1.0,39.72975881021738,8.0,8,17.0,1996,0.1363303,30,10,3,6,253399.89370127863
77,2.0,53.104258934199905,7.0,14,14.0,1974,6.99893e-05,46,1,1,16,205321.62054357227
41,2.0,47.15228211524093,5.0,10,10.0,1971,0.175054867,36,3,1,0,199659.678032164
9,2.0,55.14704975314087,9.0,8,17.0,1994,0.069753361,53,4,1,11,242848.6999394827
38,3.0,101.45210913241564,10.0,11,11.0,2019,0.060753049,15,2,0,7,437797.9266660924
9,3.0,73.01125384224548,9.0,6,10.0,1993,0.161531741,25,1,2,4,249049.75906913079
27,1.0,49.75924358228402,1.0,6,6.0,2015,0.017647053,2,0,0,0,137288.8286029397
46,1.0,31.185204217209158,6.0,7,12.0,1972,0.0,47,0,3,5,66831.9943697657
167,1.0,34.01336795645135,10.0,13,13.0,1968,0.174739084,17,9,0,3,220414.15856675667
41,2.0,47.93664758697404,6.0,3,9.0,1976,0.036122292,24,0,1,1,210694.85010626406
81,3.0,76.25149203684015,8.0,10,11.0,1955,0.319809354,25,16,5,8,411442.8363471747
91,3.0,59.27466347080183,5.0,6,6.0,1963,0.000995363,42,1,1,5,192993.25647502727
21,1.0,30.759094727564783,5.0,6,9.0,1970,0.194489265,47,3,3,5,144418.5360803177
6,1.0,41.585375846001156,1.0,19,19.0,2014,0.243204519,5,0,0,0,127068.21589272875
41,2.0,44.14997271013285,5.0,6,9.0,1978,0.036122292,24,0,1,1,210944.1130212345
96,1.0,39.97450586015302,7.0,10,14.0,2003,0.041116354,53,4,1,4,164223.49932271548
23,2.0,52.41833549717443,0.0,9,12.0,1977,0.034656082000000005,0,0,0,0,120430.8706355342
13,3.0,84.68268143761345,12.0,6,15.0,2004,0.090799103,74,2,5,15,368262.01542615576
2,2.0,77.43756504579363,12.0,13,14.0,1977,0.035145267,42,3,0,3,505102.5379650004
92,2.0,42.44874765958794,7.0,9,12.0,1973,0.460556389,20,14,1,5,211672.68392243687
47,3.0,76.62478955105055,9.0,7,22.0,1985,6.99893e-05,46,1,1,16,319240.30342226464
145,1.0,39.32980060259095,6.0,4,17.0,2005,0.246031548,22,4,3,3,184778.47325243862
52,1.0,31.87343112109241,6.0,2,4.0,1962,0.371148999,34,1,2,5,130365.02686904301
9,3.0,50.306293762292604,6.0,10,10.0,1975,0.13012277,8,0,0,0,169372.16754177745
58,2.0,55.69117730915346,0.0,9,17.0,1977,0.43788524,23,3,0,5,145198.81031396185
13,1.0,37.41933331496213,10.0,9,17.0,2001,0.090799103,74,2,5,15,199338.2260300992
52,2.0,43.532464713537465,6.0,3,12.0,1972,0.371148999,34,1,2,5,152737.98484700854
94,1.0,35.81547646722722,6.0,9,9.0,1975,0.127375905,43,3,3,9,177685.62748649114
30,1.0,53.191794192478035,10.0,15,17.0,2015,7.81528e-05,22,141,3,23,125239.37940017715
29,1.0,31.355779757305413,5.0,5,5.0,1967,0.069660344,31,4,1,2,142722.43240392837
18,2.0,54.48206651998316,8.0,12,14.0,1989,0.0,30,0,0,5,210061.0815243353
30,2.0,63.47431051942566,1.0,2,24.0,1977,7.81528e-05,22,141,3,23,183096.57730249545
21,1.0,37.57287309620049,6.0,5,6.0,1962,0.034331497,25,3,0,4,178032.89265551206
23,1.0,44.10756497184266,1.0,6,25.0,1977,0.075778755,6,3,0,2,158818.81557062425
9,1.0,44.109740494246864,8.0,12,14.0,1992,0.161531741,25,1,2,4,143235.98152799992
123,2.0,47.234445912524215,6.0,2,12.0,1980,0.0,47,0,3,5,153924.16235180062
11,3.0,60.63420054465988,6.0,9,9.0,1969,0.00016967599999999998,36,0,1,1,230387.66550946306
47,1.0,41.046010046263255,1.0,7,17.0,1977,0.197367951,8,1,0,1,122712.5311303349
99,1.0,25.449553583451728,5.0,3,9.0,1974,0.012338886,35,1,2,4,140085.34958933765
77,3.0,61.7603341586137,5.0,8,9.0,1977,6.99893e-05,46,1,1,16,279593.62869825674
77,1.0,38.50541669818168,7.0,12,12.0,1977,6.99893e-05,46,1,1,16,174776.0316673406
29,1.0,30.58943488297145,5.0,5,5.0,1966,0.069660344,31,4,1,2,154913.04854287536
96,1.0,39.14621426577936,8.0,10,10.0,2001,0.041116354,53,4,1,4,177723.74136466318
29,2.0,40.12764317319436,7.0,9,9.0,1964,0.069660344,31,4,1,2,180695.94932273027
27,3.0,71.16051032892688,0.0,9,9.0,1977,0.211401214,9,0,0,1,164629.19084007578
79,1.0,45.82355202160632,1.0,14,14.0,2016,0.307466659,30,9,2,5,217125.33821548132
27,3.0,81.63194562300392,10.0,19,22.0,1977,0.211401214,9,0,0,1,165121.0139572471
78,1.0,45.854822033845366,10.0,17,24.0,2009,0.092290642,21,2,1,2,212021.25825138294
58,2.0,65.77608840961136,0.0,15,17.0,1977,0.43788524,23,3,0,5,175275.56998780175
27,2.0,82.48252123401404,0.0,7,12.0,2018,0.072157581,2,1,0,0,183643.17390371553
58,1.0,51.77011095299815,10.0,10,10.0,1977,0.43788524,23,3,0,5,112394.50820713905
13,2.0,56.81844900556798,9.0,4,10.0,1997,0.090799103,74,2,5,15,246103.408670882
13,1.0,30.946420842832122,5.0,4,5.0,1964,0.13321533300000002,49,3,3,4,137651.96566373846
49,1.0,33.60496332970397,5.0,2,5.0,1962,0.020741326,24,5,2,5,166133.92716287528
10,1.0,42.085668844208726,8.0,15,17.0,1987,0.089039719,33,5,0,11,212796.80829603606
9,3.0,64.00460544815941,7.0,4,12.0,1978,0.136244425,11,0,0,1,230362.5418534128
62,1.0,45.62149543236149,1.0,6,6.0,2017,0.072157581,2,1,0,0,124727.43119879269
53,2.0,57.598219750318,10.0,9,19.0,2016,0.049637257,34,0,1,3,262315.0973789846
27,2.0,66.43730288806107,10.0,3,17.0,1977,0.017647053,2,0,0,0,178776.87798956753
23,3.0,80.47359377240846,1.0,9,25.0,1977,0.075778755,6,3,0,2,217974.69522332595
74,1.0,48.16639415901509,0.0,3,16.0,2018,0.075778755,6,3,0,2,167878.0111575019
44,1.0,52.422475128640926,1.0,12,19.0,2016,0.036122292,24,0,1,1,262758.8458457105
23,1.0,39.8710127155535,10.0,2,17.0,1977,0.034656082000000005,0,0,0,0,74751.37094045969
46,3.0,62.96740629302497,5.0,4,5.0,1968,0.0,47,0,3,5,232136.77840150337
27,3.0,90.83424972225052,0.0,8,8.0,1977,0.072157581,2,1,0,0,259915.4618968204
147,1.0,37.83656091122346,9.0,11,14.0,1973,0.319809354,25,16,5,8,198633.62900969788
13,1.0,41.70761220459264,8.0,5,17.0,2002,0.090799103,74,2,5,15,190087.9037815587
29,1.0,32.720171242168895,5.0,3,5.0,1962,0.069660344,31,4,1,2,162082.33432511438
62,3.0,95.9307498655214,10.0,4,17.0,2015,0.072157581,2,1,0,0,207704.50739953923
193,1.0,35.7842708251727,5.0,1,5.0,1969,0.319809354,25,16,5,8,130500.69785286725
29,2.0,44.26516184599758,5.0,7,7.0,1962,0.069660344,31,4,1,2,179651.00371848038
93,2.0,63.333703660878676,10.0,4,16.0,2014,0.050900058,43,1,2,3,146350.79671894832
94,3.0,69.95495477782124,8.0,17,17.0,1978,0.282797669,33,2,0,6,317621.4313824406
27,2.0,60.672158793393294,11.0,8,14.0,2008,0.041116354,53,4,1,4,212008.68139878183
1,3.0,88.09835196821304,1.0,22,22.0,1977,0.007122317,1,0,0,1,264284.17942590825
44,1.0,40.86292420456615,6.0,4,9.0,1978,0.232205084,24,1,0,3,167161.765763376
96,1.0,44.443316212309036,8.0,4,12.0,2006,0.041116354,53,4,1,4,173664.7384840965
12,1.0,40.46949335930998,8.0,4,14.0,1992,0.090799103,74,2,5,15,164463.0395533964
47,1.0,43.22140263186556,8.0,7,12.0,1981,6.99893e-05,46,1,1,16,177599.76661965263
8,1.0,38.02206718558652,7.0,12,17.0,2008,0.092290642,21,2,1,2,181726.76398587695
57,2.0,55.681837879972974,9.0,12,14.0,2003,0.090799103,74,2,5,15,226109.02754417554
27,3.0,79.33850664788937,0.0,7,7.0,1977,0.011654127,4,0,0,0,173394.19245999018
75,2.0,62.34827572840826,10.0,12,22.0,2003,0.122090347,29,7,4,0,333932.62159937224
21,1.0,39.375519817270906,7.0,4,17.0,1990,0.194489265,47,3,3,5,152005.08256267293
32,2.0,48.691152165653705,5.0,3,5.0,1973,0.135649789,46,6,3,11,211301.00976707262
1,2.0,64.13635581955882,1.0,16,17.0,1977,0.007122317,1,0,0,1,197792.8781067581
169,1.0,47.25703283480743,1.0,20,20.0,2015,0.17891679600000002,18,4,1,5,235516.4219305693
30,2.0,60.721731508117244,1.0,1,3.0,1977,7.81528e-05,22,141,3,23,160137.6022856893
54,2.0,81.22043421970605,1.0,12,12.0,2016,0.006076152,30,0,6,6,437452.97146698966
55,3.0,86.38361344847071,8.0,7,7.0,2000,0.041365446,31,0,1,4,311644.49226849154
22,2.0,52.30986584754164,9.0,8,17.0,2011,0.13321533300000002,49,3,3,4,205768.69195588704
77,3.0,52.9365300068602,5.0,5,9.0,1977,6.99893e-05,46,1,1,16,234024.62710592587
30,1.0,40.25619144919104,1.0,11,11.0,2016,7.81528e-05,22,141,3,23,123564.44883735305
